,hmmsearching_for,target_name,target_accession,query_name,query_accession,e-value,score,bias,best_domain_e-value,best_domain_score,best_domain_bias,exp,reg,clu,ov,env,dom,rep,inc,query_description,SAG
94,CrtB,Phyto_syn_CrtB,NF042419.1,AM-332-C20_AM-332-C20_contigs_AM-332-C20_NODE_10_30,-,1.2e-38,119.3,0.2,2.5e-32,98.6,0.0,2.1,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-332-C20
95,CrtB,Phyto_syn_CrtB,NF042419.1,AH-611-O09_AH-611-O09_contigs_AH-611-O09_NODE_5_51,-,1.3e-33,102.9,0.2,2.2e-27,82.4,0.2,3.0,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-611-O09
96,CrtB,Phyto_syn_CrtB,NF042419.1,AM-332-B10_AM-332-B10_contigs_AM-332-B10_NODE_33_2,-,4.1e-34,104.4,0.0,1.5e-29,89.5,0.0,2.4,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-332-B10
97,CrtB,Phyto_syn_CrtB,NF042419.1,AH-991-E06_AH-991-E06_contigs_AH-991-E06_NODE_2_65,-,1.7e-36,112.3,0.1,4e-31,94.6,0.2,2.9,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-991-E06
98,CrtB,Phyto_syn_CrtB,NF042419.1,AH-982-G22_AH-982-G22_contigs_AH-982-G22_NODE_1_180,-,3.8e-33,101.3,0.4,8.7e-27,80.4,0.3,3.0,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-982-G22
99,CrtB,Phyto_syn_CrtB,NF042419.1,AH-985-D18_AH-985-D18_contigs_AH-985-D18_NODE_26_3,-,5.9e-39,120.4,0.0,3.8e-32,98.0,0.0,2.1,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-985-D18
100,CrtB,Phyto_syn_CrtB,NF042419.1,AH-982-I21_AH-982-I21_contigs_AH-982-I21_NODE_23_2,-,6.4e-35,107.1,0.4,1.5e-28,86.2,0.4,3.0,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-982-I21
101,CrtB,Phyto_syn_CrtB,NF042419.1,AH-985-I08_AH-985-I08_contigs_AH-985-I08_NODE_9_2,-,2.3e-33,102.0,0.0,7.9e-29,87.1,0.0,2.6,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-985-I08
102,CrtB,Phyto_syn_CrtB,NF042419.1,AH-985-E22_AH-985-E22_contigs_AH-985-E22_NODE_8_27,-,2.1e-33,102.1,0.0,2.8e-29,88.6,0.3,2.9,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-985-E22
103,CrtB,Phyto_syn_CrtB,NF042419.1,AH-985-C14_AH-985-C14_contigs_AH-985-C14_NODE_2_120,-,2.4e-33,101.9,0.0,1.1e-28,86.6,0.0,2.5,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-985-C14
104,CrtB,Phyto_syn_CrtB,NF042419.1,AH-982-C03_AH-982-C03_contigs_AH-982-C03_NODE_7_3,-,4.5e-35,107.6,0.5,1.6e-28,86.1,0.4,3.0,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-982-C03
105,CrtB,Phyto_syn_CrtB,NF042419.1,AH-473-C07_AH-473-C07_contigs_AH-473-C07_NODE_13_9,-,1.6e-34,105.8,0.4,2.7e-28,85.4,0.4,2.9,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-473-C07
106,CrtB,Phyto_syn_CrtB,NF042419.1,AH-985-B18_AH-985-B18_contigs_AH-985-B18_NODE_3_48,-,6.3e-35,107.1,0.4,1.8e-28,85.9,0.3,3.0,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-985-B18
107,CrtB,Phyto_syn_CrtB,NF042419.1,AH-985-O05_AH-985-O05_contigs_AH-985-O05_NODE_1_30,-,5.1e-38,117.3,0.1,7e-32,97.1,0.2,2.9,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-985-O05
108,CrtB,Phyto_syn_CrtB,NF042419.1,AH-985-E07_AH-985-E07_contigs_AH-985-E07_NODE_2_52,-,3.5e-38,117.8,0.1,1.5e-32,99.4,0.2,2.7,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-985-E07
109,CrtB,Phyto_syn_CrtB,NF042419.1,AH-562-C22_AH-562-C22_contigs_AH-562-C22_NODE_4_42,-,3e-38,118.0,0.0,2.5e-31,95.3,0.0,2.6,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-562-C22
110,CrtB,Phyto_syn_CrtB,NF042419.1,AM-332-D02_AM-332-D02_contigs_AM-332-D02_NODE_2_56,-,2.2e-36,111.9,0.0,5.4e-31,94.2,0.0,2.6,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-332-D02
111,CrtB,Phyto_syn_CrtB,NF042419.1,AM-332-F21_AM-332-F21_contigs_AM-332-F21_NODE_8_24,-,6e-36,110.5,0.0,3e-30,91.8,0.0,2.6,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-332-F21
112,CrtB,Phyto_syn_CrtB,NF042419.1,AM-332-L17_AM-332-L17_contigs_AM-332-L17_NODE_43_2,-,8.3e-36,110.0,0.0,7.1e-31,93.8,0.0,2.4,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-332-L17
113,CrtB,Phyto_syn_CrtB,NF042419.1,AM-332-P04_AM-332-P04_contigs_AM-332-P04_NODE_12_2,-,2.8e-34,105.0,0.0,8.8e-29,87.0,0.0,2.5,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-332-P04
114,CrtB,Phyto_syn_CrtB,NF042419.1,AM-332-A22_AM-332-A22_contigs_AM-332-A22_NODE_1_114,-,6.6e-07,15.1,0.3,6.6e-07,15.1,0.3,1.0,1,0,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-332-A22
115,CrtB,Phyto_syn_CrtB,NF042419.1,AH-470-F08_AH-470-F08_contigs_AH-470-F08_NODE_8_7,-,9.1e-06,11.4,0.0,2.7e-05,9.8,0.0,1.6,2,0,0,2,2,2,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-470-F08
116,CrtB,Phyto_syn_CrtB,NF042419.1,AM-332-D03_AM-332-D03_contigs_AM-332-D03_NODE_7_24,-,3.1e-36,111.4,0.0,1e-30,93.3,0.0,2.6,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-332-D03
117,CrtB,Phyto_syn_CrtB,NF042419.1,AH-470-P15_AH-470-P15_contigs_AH-470-P15_NODE_4_56,-,5.9e-33,100.7,0.0,2.3e-28,85.6,0.0,2.5,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-470-P15
118,CrtB,Phyto_syn_CrtB,NF042419.1,AH-473-I07_AH-473-I07_contigs_AH-473-I07_NODE_9_46,-,1.4e-34,106.0,0.1,1.3e-28,86.4,0.2,2.9,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-473-I07
119,CrtB,Phyto_syn_CrtB,NF042419.1,AH-470-P11_AH-470-P11_contigs_AH-470-P11_NODE_1_162,-,7.8e-38,116.7,0.1,1.2e-31,96.4,0.4,2.9,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-470-P11
120,CrtB,Phyto_syn_CrtB,NF042419.1,AH-473-N15_AH-473-N15_contigs_AH-473-N15_NODE_6_45,-,4.8e-36,110.8,0.4,3.3e-30,91.7,0.8,2.9,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-473-N15
121,CrtB,Phyto_syn_CrtB,NF042419.1,AM-235-N17_AM-235-N17_contigs_AM-235-N17_NODE_10_9,-,8.3e-34,103.5,0.8,4.6e-29,87.9,0.4,2.7,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-235-N17
122,CrtB,Phyto_syn_CrtB,NF042419.1,AH-985-C23_AH-985-C23_contigs_AH-985-C23_NODE_7_19,-,5.9e-36,110.5,1.3,3.1e-30,91.7,0.6,2.6,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-985-C23
123,CrtB,Phyto_syn_CrtB,NF042419.1,AH-470-K09_AH-470-K09_contigs_AH-470-K09_NODE_24_3,-,4.3e-35,107.7,0.8,7.7e-29,87.1,0.3,3.0,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-470-K09
124,CrtB,Phyto_syn_CrtB,NF042419.1,AH-473-M06_AH-473-M06_contigs_AH-473-M06_NODE_3_45,-,4.6e-35,107.6,1.2,2.3e-30,92.2,0.7,2.7,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-473-M06
125,CrtB,Phyto_syn_CrtB,NF042419.1,AM-332-N05_AM-332-N05_contigs_AM-332-N05_NODE_2_8,-,1.4e-45,142.1,0.1,1.4e-41,129.0,0.0,2.0,2,0,0,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-332-N05
126,CrtB,Phyto_syn_CrtB,NF042419.1,AM-332-J04_AM-332-J04_contigs_AM-332-J04_NODE_8_7,-,2.5e-47,147.9,0.0,1.7e-42,132.0,0.0,2.0,2,0,0,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-332-J04
127,CrtB,Phyto_syn_CrtB,NF042419.1,AM-332-E21_AM-332-E21_contigs_AM-332-E21_NODE_15_16,-,2.2e-47,148.1,0.1,8.9e-43,132.9,0.0,2.0,2,0,0,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-332-E21
128,CrtB,Phyto_syn_CrtB,NF042419.1,AM-685-I23_AM-685-I23_contigs_SCGC_AM-685-I23_contig130_3,-,5e-07,15.5,0.0,5e-07,15.5,0.0,1.0,1,0,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-685-I23
129,CrtB,Phyto_syn_CrtB,NF042419.1,AM-332-F20_AM-332-F20_contigs_AM-332-F20_NODE_43_2,-,7.5e-49,152.9,4.5,5.9e-48,149.9,4.5,1.8,1,1,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-332-F20
130,CrtB,Phyto_syn_CrtB,NF042419.1,AH-985-D04_AH-985-D04_contigs_AH-985-D04_NODE_22_5,-,5.3e-49,153.4,0.8,5.9e-48,149.9,0.8,1.9,1,1,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-985-D04
131,CrtB,Phyto_syn_CrtB,NF042419.1,AH-473-N09_AH-473-N09_contigs_AH-473-N09_NODE_8_10,-,5e-10,25.4,0.3,7.4e-10,24.8,0.3,1.3,1,1,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-473-N09
132,CrtB,Phyto_syn_CrtB,NF042419.1,AH-473-N09_AH-473-N09_contigs_AH-473-N09_NODE_12_12,-,4.3e-16,45.3,0.4,6.5e-16,44.7,0.4,1.2,1,0,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-473-N09
133,CrtB,Phyto_syn_CrtB,NF042419.1,AH-473-N09_AH-473-N09_contigs_AH-473-N09_NODE_12_13,-,1.7e-26,79.4,0.3,2.4e-26,78.9,0.3,1.2,1,0,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-473-N09
134,CrtB,Phyto_syn_CrtB,NF042419.1,AM-332-L20_AM-332-L20_contigs_AM-332-L20_NODE_3_30,-,1.1e-16,47.2,0.0,3.2e-16,45.7,0.0,1.6,1,1,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-332-L20
135,CrtB,Phyto_syn_CrtB,NF042419.1,AM-332-L20_AM-332-L20_contigs_AM-332-L20_NODE_3_32,-,4.3e-27,81.4,0.0,5.8e-27,81.0,0.0,1.1,1,0,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-332-L20
136,CrtB,Phyto_syn_CrtB,NF042419.1,AM-332-L20_AM-332-L20_contigs_AM-332-L20_NODE_6_9,-,2.5e-43,134.7,0.0,5e-43,133.7,0.0,1.4,1,1,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-332-L20
137,CrtB,Phyto_syn_CrtB,NF042419.1,AH-473-C06_AH-473-C06_contigs_AH-473-C06_NODE_1_134,-,2e-42,131.8,0.1,2.7e-41,128.0,0.1,1.9,1,1,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-473-C06
138,CrtB,Phyto_syn_CrtB,NF042419.1,AH-473-C06_AH-473-C06_contigs_AH-473-C06_NODE_16_16,-,1.7e-12,33.5,0.0,2.2e-12,33.1,0.0,1.2,1,0,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-473-C06
139,CrtB,Phyto_syn_CrtB,NF042419.1,AH-473-C06_AH-473-C06_contigs_AH-473-C06_NODE_16_17,-,3.3e-35,108.1,0.1,7.5e-35,106.9,0.1,1.5,1,1,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-473-C06
140,CrtB,Phyto_syn_CrtB,NF042419.1,AH-985-F16_AH-985-F16_contigs_AH-985-F16_NODE_3_68,-,1.8e-44,138.5,0.0,6.4e-44,136.7,0.0,1.7,1,1,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-985-F16
141,CrtB,Phyto_syn_CrtB,NF042419.1,AH-985-F16_AH-985-F16_contigs_AH-985-F16_NODE_3_74,-,2.3e-19,56.1,0.0,3e-19,55.7,0.0,1.1,1,0,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-985-F16
142,CrtB,Phyto_syn_CrtB,NF042419.1,AH-985-F16_AH-985-F16_contigs_AH-985-F16_NODE_3_75,-,1.2e-39,122.6,0.0,1.7e-39,122.2,0.0,1.1,1,0,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-985-F16
143,CrtB,Phyto_syn_CrtB,NF042419.1,AH-982-A16_AH-982-A16_contigs_AH-982-A16_NODE_15_6,-,4.1e-42,130.8,0.0,2.8e-37,114.9,0.0,2.0,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-982-A16
144,CrtB,Phyto_syn_CrtB,NF042419.1,AH-982-A16_AH-982-A16_contigs_AH-982-A16_NODE_18_2,-,2.3e-38,118.5,0.0,3.6e-38,117.8,0.0,1.2,1,0,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-982-A16
145,CrtB,Phyto_syn_CrtB,NF042419.1,AH-982-A16_AH-982-A16_contigs_AH-982-A16_NODE_25_1,-,6.5e-11,28.3,0.0,1e-10,27.6,0.0,1.2,1,0,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-982-A16
146,CrtB,Phyto_syn_CrtB,NF042419.1,AM-247-G17_AM-247-G17_contigs_AM-247-G17_NODE_32_16,-,5.9e-49,153.2,0.5,1.4e-48,152.0,0.5,1.5,1,1,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-247-G17
147,CrtB,Phyto_syn_CrtB,NF042419.1,AM-276-K05_AM-276-K05_contigs_AM-276-K05_NODE_11_22,-,1e-46,145.8,0.0,1.3e-40,125.8,0.0,2.0,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-276-K05
148,CrtB,Phyto_syn_CrtB,NF042419.1,AH-470-E07_AH-470-E07_contigs_AH-470-E07_NODE_2_56,-,6.6e-43,133.4,0.0,3.9e-37,114.4,0.0,2.0,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-470-E07
149,CrtB,Phyto_syn_CrtB,NF042419.1,AM-332-F08_AM-332-F08_contigs_AM-332-F08_NODE_1_118,-,3.5e-43,134.3,2.9,1.9e-42,131.9,2.9,1.8,1,1,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-332-F08
150,CrtB,Phyto_syn_CrtB,NF042419.1,AM-332-L06_AM-332-L06_contigs_AM-332-L06_NODE_14_5,-,1.2e-45,142.4,0.5,1.3e-44,139.0,0.5,1.9,1,1,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-332-L06
151,CrtB,Phyto_syn_CrtB,NF042419.1,AH-611-M09_AH-611-M09_contigs_AH-611-M09_NODE_10_4,-,3.5e-52,163.8,2.3,2.9e-51,160.8,2.3,1.9,1,1,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-611-M09
152,CrtB,Phyto_syn_CrtB,NF042419.1,AM-332-O14_AM-332-O14_contigs_AM-332-O14_NODE_1_131,-,5.8e-49,153.2,0.0,2.9e-48,150.9,0.0,1.8,1,1,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-332-O14
153,CrtB,Phyto_syn_CrtB,NF042419.1,AH-473-G11_AH-473-G11_contigs_AH-473-G11_NODE_8_8,-,8.3e-52,162.6,0.5,3.2e-51,160.6,0.5,1.7,1,1,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-473-G11
154,CrtB,Phyto_syn_CrtB,NF042419.1,AH-611-C14_AH-611-C14_contigs_AH-611-C14_NODE_58_3,-,4.9e-46,143.6,0.5,5.8e-46,143.4,0.5,1.0,1,0,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-611-C14
155,CrtB,Phyto_syn_CrtB,NF042419.1,AH-985-J16_AH-985-J16_contigs_AH-985-J16_NODE_14_10,-,8.3e-52,162.6,0.5,3.2e-51,160.6,0.5,1.7,1,1,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-985-J16
156,CrtB,Phyto_syn_CrtB,NF042419.1,AH-985-B07_AH-985-B07_contigs_AH-985-B07_NODE_9_13,-,9.6e-52,162.4,0.5,4e-51,160.3,0.5,1.7,1,1,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-985-B07
157,CrtB,Phyto_syn_CrtB,NF042419.1,AH-985-F13_AH-985-F13_contigs_AH-985-F13_NODE_19_1,-,4.7e-34,104.3,0.1,1e-33,103.2,0.1,1.5,1,1,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-985-F13
158,CrtB,Phyto_syn_CrtB,NF042419.1,AH-470-G05_AH-470-G05_contigs_AH-470-G05_NODE_29_10,-,2.8e-47,147.7,0.3,1.7e-46,145.2,0.3,1.8,1,1,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-470-G05
159,CrtB,Phyto_syn_CrtB,NF042419.1,AH-470-I22_AH-470-I22_contigs_AH-470-I22_NODE_1_18,-,3e-47,147.6,0.3,1.8e-46,145.0,0.3,1.8,1,1,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-470-I22
160,CrtB,Phyto_syn_CrtB,NF042419.1,AM-388-E22_AM-388-E22_contigs_AM-388-E22_NODE_3_27,-,3.5e-41,127.7,3.4,7.3e-38,116.8,3.4,2.0,1,1,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-388-E22
161,CrtB,Phyto_syn_CrtB,NF042419.1,AM-388-E22_AM-388-E22_contigs_AM-388-E22_NODE_48_2,-,1.1e-10,27.5,1.0,3.7e-09,22.5,0.0,2.7,2,1,1,3,3,3,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-388-E22
162,CrtB,Phyto_syn_CrtB,NF042419.1,AM-685-E19_AM-685-E19_contigs_SCGC_AM-685-E19_contig6_31,-,2.6e-37,114.9,0.0,3.4e-36,111.3,0.0,2.0,1,1,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-685-E19
163,CrtB,Phyto_syn_CrtB,NF042419.1,AM-332-C14_AM-332-C14_contigs_AM-332-C14_NODE_11_7,-,1.8e-39,122.0,1.6,5.4e-37,113.9,0.1,2.2,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-332-C14
164,CrtB,Phyto_syn_CrtB,NF042419.1,AM-332-P08_AM-332-P08_contigs_AM-332-P08_NODE_29_6,-,7e-40,123.4,0.9,3.3e-37,114.6,0.1,2.1,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-332-P08
165,CrtB,Phyto_syn_CrtB,NF042419.1,AM-332-E05_AM-332-E05_contigs_AM-332-E05_NODE_4_108,-,2e-34,105.5,0.2,4.8e-32,97.7,0.0,2.1,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-332-E05
166,CrtB,Phyto_syn_CrtB,NF042419.1,AM-332-K08_AM-332-K08_contigs_AM-332-K08_NODE_18_20,-,1.2e-38,119.4,0.6,6.2e-36,110.5,0.0,2.1,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-332-K08
0,CrtB,PhytoSynCyanob,NF045686.1,AM-685-N21_AM-685-N21_contigs_SCGC_AM-685-N21_contig122_4,-,1.1e-16,46.8,0.2,1.5e-15,43.0,0.3,2.0,2,0,0,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-685-N21
1,CrtB,PhytoSynCyanob,NF045686.1,AH-613-D20_AH-613-D20_contigs_AH-613-D20_NODE_17_14,-,3.7e-12,31.9,0.0,9.6e-11,27.3,0.0,2.0,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-613-D20
2,CrtB,PhytoSynCyanob,NF045686.1,AM-276-J22_AM-276-J22_contigs_AM-276-J22_NODE_2_14,-,1.9e-20,59.1,0.0,8.7e-20,57.0,0.0,1.9,1,1,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-276-J22
3,CrtB,PhytoSynCyanob,NF045686.1,AH-473-P19_AH-473-P19_contigs_AH-473-P19_NODE_4_21,-,1.5e-22,66.0,0.0,4.7e-20,57.8,0.0,2.1,2,0,0,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-473-P19
4,CrtB,PhytoSynCyanob,NF045686.1,AH-473-P19_AH-473-P19_contigs_AH-473-P19_NODE_4_22,-,1.3e-60,191.1,1.8,1.4e-48,151.6,0.5,2.6,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-473-P19
5,CrtB,PhytoSynCyanob,NF045686.1,AH-473-P19_AH-473-P19_contigs_AH-473-P19_NODE_22_4,-,1.1e-50,158.5,0.1,3.2e-38,117.5,0.1,2.7,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-473-P19
6,CrtB,PhytoSynCyanob,NF045686.1,AM-390-G15_AM-390-G15_contigs_AM-390-G15_NODE_56_1,-,2.5e-12,32.5,0.0,5.2e-12,31.4,0.0,1.4,1,0,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-390-G15
7,CrtB,PhytoSynCyanob,NF045686.1,AH-611-J11_AH-611-J11_contigs_AH-611-J11_NODE_3_13,-,1.9e-19,55.9,0.4,2.4e-16,45.6,0.1,2.5,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-611-J11
8,CrtB,PhytoSynCyanob,NF045686.1,AM-388-N06_AM-388-N06_contigs_AM-388-N06_NODE_24_10,-,5.8e-61,192.2,0.8,2.6e-60,190.1,0.8,1.7,1,1,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-388-N06
9,CrtB,PhytoSynCyanob,NF045686.1,AM-390-K03_AM-390-K03_contigs_AM-390-K03_NODE_7_36,-,5.8e-61,192.2,0.8,2.6e-60,190.1,0.8,1.7,1,1,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-390-K03
10,CrtB,PhytoSynCyanob,NF045686.1,AM-390-O23_AM-390-O23_contigs_AM-390-O23_NODE_3_4,-,7.4e-63,198.4,1.4,2.8e-62,196.5,1.4,1.7,1,1,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-390-O23
11,CrtB,PhytoSynCyanob,NF045686.1,AM-388-M09_AM-388-M09_contigs_AM-388-M09_NODE_5_56,-,8e-63,198.3,1.4,2.9e-62,196.5,1.4,1.7,1,1,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-388-M09
12,CrtB,PhytoSynCyanob,NF045686.1,AM-390-G11_AM-390-G11_contigs_AM-390-G11_NODE_12_25,-,6.7e-61,192.0,0.8,3e-60,189.9,0.8,1.7,1,1,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-390-G11
13,CrtB,PhytoSynCyanob,NF045686.1,AM-388-I02_AM-388-I02_contigs_AM-388-I02_NODE_8_20,-,7.4e-63,198.4,1.4,2.8e-62,196.5,1.4,1.7,1,1,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-388-I02
14,CrtB,PhytoSynCyanob,NF045686.1,AM-390-A03_AM-390-A03_contigs_AM-390-A03_NODE_10_22,-,8.2e-61,191.7,0.9,3.6e-60,189.6,0.9,1.7,1,1,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-390-A03
15,CrtB,PhytoSynCyanob,NF045686.1,AM-388-E13_AM-388-E13_contigs_AM-388-E13_NODE_13_14,-,8.1e-06,11.1,0.1,8.6e-06,11.0,0.1,1.0,1,0,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-388-E13
16,CrtB,PhytoSynCyanob,NF045686.1,AM-388-D13_AM-388-D13_contigs_AM-388-D13_NODE_11_2,-,2e-06,13.1,0.0,1.1e-05,10.7,0.0,1.9,2,0,0,2,2,2,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-388-D13
17,CrtB,PhytoSynCyanob,NF045686.1,AM-388-O20_AM-388-O20_contigs_AM-388-O20_NODE_8_40,-,1.7e-29,88.9,0.0,1e-17,50.2,0.0,2.0,1,1,1,2,2,2,2,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-388-O20
18,CrtB,PhytoSynCyanob,NF045686.1,AH-302-J23_AH-302-J23_contigs_AH-302-J23_NODE_21_1,-,3.8e-25,74.5,1.0,2.9e-23,68.4,1.0,2.1,1,1,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-302-J23
19,CrtB,PhytoSynCyanob,NF045686.1,AH-611-N07_AH-611-N07_contigs_AH-611-N07_NODE_32_3,-,3.3e-23,68.2,0.6,2.7e-21,61.9,0.6,2.1,1,1,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AH-611-N07
20,CrtB,PhytoSynCyanob,NF045686.1,AM-243-M17_AM-243-M17_contigs_AM-243-M17_NODE_6_12,-,4e-33,100.8,0.6,6.3e-32,96.8,0.6,2.0,1,1,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-243-M17
21,CrtB,PhytoSynCyanob,NF045686.1,AM-685-M09_AM-685-M09_contigs_SCGC_AM-685-M09_contig1_23,-,1.2e-32,99.2,1.1,8.2e-31,93.2,1.1,2.2,1,1,0,1,1,1,1,NCBIFAM: 15-cis-phytoene synthase CrtB,AM-685-M09
