,hmmsearching_for,target_name,target_accession,query_name,query_accession,e-value,score,bias,best_domain_e-value,best_domain_score,best_domain_bias,exp,reg,clu,ov,env,dom,rep,inc,query_description,SAG
273,CrtY,lycopene_cycl,TIGR01789.1,AH-735-B03_AH-735-B03_contigs_AH-735-B03_NODE_3_73,-,3.4e-07,15.6,0.0,5.4e-07,15.0,0.0,1.3,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AH-735-B03
274,CrtY,lycopene_cycl,TIGR01789.1,AM-255-O11_AM-255-O11_contigs_AM-255-O11_NODE_4_9,-,1.6e-06,13.4,0.0,2.7e-06,12.7,0.0,1.3,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-255-O11
275,CrtY,lycopene_cycl,TIGR01789.1,AM-184-I06_AM-184-I06_contigs_AM-184-I06_NODE_10_24,-,9.7e-06,10.8,0.0,1.4e-05,10.3,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-184-I06
276,CrtY,lycopene_cycl,TIGR01789.1,AM-124-I15_AM-124-I15_contigs_AM-124-I15_NODE_6_10,-,9.3e-06,10.9,0.0,1.3e-05,10.4,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-124-I15
277,CrtY,lycopene_cycl,TIGR01789.1,AM-255-C22_AM-255-C22_contigs_AM-255-C22_NODE_1_12,-,5.1e-07,15.1,0.0,8.6e-07,14.3,0.0,1.3,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-255-C22
278,CrtY,lycopene_cycl,TIGR01789.1,AM-184-L15_AM-184-L15_contigs_AM-184-L15_NODE_3_70,-,7.5e-06,11.2,0.0,1.1e-05,10.7,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-184-L15
279,CrtY,lycopene_cycl,TIGR01789.1,AM-208-K18_AM-208-K18_contigs_AM-208-K18_NODE_5_41,-,7e-06,11.3,0.0,1e-05,10.8,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-208-K18
280,CrtY,lycopene_cycl,TIGR01789.1,AH-307-L06_AH-307-L06_contigs_AH-307-L06_NODE_23_2,-,1e-05,10.7,0.0,1.5e-05,10.2,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AH-307-L06
281,CrtY,lycopene_cycl,TIGR01789.1,AM-249-M11_AM-249-M11_contigs_AM-249-M11_NODE_1_71,-,4.1e-06,12.1,0.0,5.9e-06,11.6,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-249-M11
282,CrtY,lycopene_cycl,TIGR01789.1,AM-249-M11_AM-249-M11_contigs_AM-249-M11_NODE_3_12,-,1.3e-05,10.4,0.0,2.4e-05,9.6,0.0,1.4,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-249-M11
283,CrtY,lycopene_cycl,TIGR01789.1,AH-562-L13_AH-562-L13_contigs_AH-562-L13_NODE_10_15,-,3.1e-06,12.5,0.0,5.3e-06,11.7,0.0,1.3,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AH-562-L13
284,CrtY,lycopene_cycl,TIGR01789.1,AM-118-G18_AM-118-G18_contigs_AM-118-G18_NODE_27_5,-,1.9e-06,13.2,0.0,2.8e-06,12.7,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-118-G18
285,CrtY,lycopene_cycl,TIGR01789.1,AM-118-C14_AM-118-C14_contigs_AM-118-C14_NODE_10_10,-,1.9e-06,13.2,0.0,2.7e-06,12.7,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-118-C14
286,CrtY,lycopene_cycl,TIGR01789.1,AM-201-F23_AM-201-F23_contigs_AM-201-F23_NODE_1_33,-,1.1e-05,10.7,0.0,2.3e-05,9.6,0.0,1.5,2,0,0,2,2,2,1,JCVI: lycopene beta-cyclase CrtY,AM-201-F23
287,CrtY,lycopene_cycl,TIGR01789.1,AM-121-B14_AM-121-B14_contigs_AM-121-B14_NODE_3_14,-,3.4e-06,12.3,0.0,4.7e-06,11.9,0.0,1.1,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-121-B14
288,CrtY,lycopene_cycl,TIGR01789.1,AM-121-B14_AM-121-B14_contigs_AM-121-B14_NODE_4_15,-,3.5e-06,12.3,0.0,6.8e-06,11.4,0.0,1.4,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-121-B14
289,CrtY,lycopene_cycl,TIGR01789.1,AM-216-I04_AM-216-I04_contigs_AM-216-I04_NODE_7_8,-,1.2e-05,10.6,0.0,2e-05,9.8,0.0,1.3,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-216-I04
290,CrtY,lycopene_cycl,TIGR01789.1,AM-216-I04_AM-216-I04_contigs_AM-216-I04_NODE_37_1,-,1e-06,14.1,0.0,1e-06,14.1,0.0,1.0,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-216-I04
291,CrtY,lycopene_cycl,TIGR01789.1,AM-118-A07_AM-118-A07_contigs_AM-118-A07_NODE_13_12,-,4.9e-06,11.8,0.0,6.8e-06,11.4,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-118-A07
292,CrtY,lycopene_cycl,TIGR01789.1,AM-118-A07_AM-118-A07_contigs_AM-118-A07_NODE_50_1,-,3.5e-06,12.3,0.0,5e-06,11.8,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-118-A07
293,CrtY,lycopene_cycl,TIGR01789.1,AM-164-B17_AM-164-B17_contigs_AM-164-B17_NODE_1_5,-,2.5e-06,12.8,0.0,3.5e-06,12.3,0.0,1.1,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-164-B17
294,CrtY,lycopene_cycl,TIGR01789.1,AM-164-B17_AM-164-B17_contigs_AM-164-B17_NODE_1_89,-,2.3e-07,16.2,0.0,3.3e-07,15.7,0.0,1.1,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-164-B17
295,CrtY,lycopene_cycl,TIGR01789.1,AH-470-P20_AH-470-P20_contigs_AH-470-P20_NODE_3_7,-,9.4e-18,50.4,0.0,3.7e-17,48.4,0.0,1.9,1,1,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AH-470-P20
296,CrtY,lycopene_cycl,TIGR01789.1,AH-470-P20_AH-470-P20_contigs_AH-470-P20_NODE_12_8,-,4.2e-06,12.0,0.0,6.2e-06,11.5,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AH-470-P20
297,CrtY,lycopene_cycl,TIGR01789.1,AM-262-C20_AM-262-C20_contigs_AM-262-C20_NODE_5_20,-,5.4e-06,11.7,0.0,7.7e-06,11.2,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-262-C20
298,CrtY,lycopene_cycl,TIGR01789.1,AH-735-N19_AH-735-N19_contigs_AH-735-N19_NODE_1_20,-,2.9e-06,12.6,0.0,4e-06,12.1,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AH-735-N19
299,CrtY,lycopene_cycl,TIGR01789.1,AG-538-L06_AG-538-L06_contigs_AG-538-L06_NODE_7_13,-,6.2e-06,11.5,0.0,1.3e-05,10.5,0.0,1.5,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AG-538-L06
300,CrtY,lycopene_cycl,TIGR01789.1,AH-735-P06_AH-735-P06_contigs_AH-735-P06_NODE_4_21,-,2.6e-06,12.7,0.0,3.8e-06,12.2,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AH-735-P06
301,CrtY,lycopene_cycl,TIGR01789.1,AH-735-P06_AH-735-P06_contigs_AH-735-P06_NODE_7_17,-,3.6e-06,12.3,0.0,5.2e-06,11.8,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AH-735-P06
302,CrtY,lycopene_cycl,TIGR01789.1,AH-470-G14_AH-470-G14_contigs_AH-470-G14_NODE_2_21,-,9.1e-06,10.9,0.0,2.3e-05,9.6,0.0,1.6,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AH-470-G14
303,CrtY,lycopene_cycl,TIGR01789.1,AH-470-G14_AH-470-G14_contigs_AH-470-G14_NODE_8_9,-,1.8e-06,13.2,0.0,2.6e-06,12.7,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AH-470-G14
304,CrtY,lycopene_cycl,TIGR01789.1,AG-538-B18_AG-538-B18_contigs_AG-538-B18_NODE_2_24,-,2.4e-06,12.9,0.0,3.4e-06,12.4,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AG-538-B18
305,CrtY,lycopene_cycl,TIGR01789.1,AG-538-O07_AG-538-O07_contigs_AG-538-O07_NODE_3_13,-,6.8e-06,11.4,0.0,9.7e-06,10.9,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AG-538-O07
306,CrtY,lycopene_cycl,TIGR01789.1,AM-235-E10_AM-235-E10_contigs_AM-235-E10_NODE_15_11,-,3.2e-17,48.6,0.0,1.7e-16,46.2,0.0,1.9,1,1,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-235-E10
307,CrtY,lycopene_cycl,TIGR01789.1,AH-613-K13_AH-613-K13_contigs_AH-613-K13_NODE_16_12,-,7.8e-06,11.2,0.0,1.1e-05,10.7,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AH-613-K13
308,CrtY,lycopene_cycl,TIGR01789.1,AH-470-C06_AH-470-C06_contigs_AH-470-C06_NODE_9_16,-,3.6e-07,15.6,0.0,5.2e-07,15.0,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AH-470-C06
309,CrtY,lycopene_cycl,TIGR01789.1,AH-735-A14_AH-735-A14_contigs_AH-735-A14_NODE_43_1,-,5.9e-06,11.6,0.0,7.8e-06,11.2,0.0,1.1,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AH-735-A14
310,CrtY,lycopene_cycl,TIGR01789.1,AM-118-N05_AM-118-N05_contigs_AM-118-N05_NODE_9_12,-,3.2e-06,12.4,0.0,6.3e-06,11.5,0.0,1.4,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-118-N05
311,CrtY,lycopene_cycl,TIGR01789.1,AM-164-F23_AM-164-F23_contigs_AM-164-F23_NODE_1_36,-,1e-05,10.8,0.1,2.1e-05,9.8,0.1,1.5,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-164-F23
312,CrtY,lycopene_cycl,TIGR01789.1,AM-164-F23_AM-164-F23_contigs_AM-164-F23_NODE_4_35,-,2.8e-06,12.6,0.0,3.8e-06,12.2,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-164-F23
313,CrtY,lycopene_cycl,TIGR01789.1,AM-164-A09_AM-164-A09_contigs_AM-164-A09_NODE_9_8,-,5.4e-06,11.7,0.0,7.7e-06,11.2,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-164-A09
314,CrtY,lycopene_cycl,TIGR01789.1,AM-164-A09_AM-164-A09_contigs_AM-164-A09_NODE_18_11,-,3.2e-06,12.4,0.0,4.5e-06,11.9,0.0,1.1,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-164-A09
315,CrtY,lycopene_cycl,TIGR01789.1,AM-138-N21_AM-138-N21_contigs_AM-138-N21_NODE_8_18,-,8.7e-06,11.0,0.0,1.3e-05,10.5,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-138-N21
316,CrtY,lycopene_cycl,TIGR01789.1,AM-158-A06_AM-158-A06_contigs_AM-158-A06_NODE_3_28,-,9.2e-06,10.9,0.0,1.3e-05,10.4,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-158-A06
317,CrtY,lycopene_cycl,TIGR01789.1,AM-158-A06_AM-158-A06_contigs_AM-158-A06_NODE_12_24,-,4e-06,12.1,0.0,5.8e-06,11.6,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-158-A06
318,CrtY,lycopene_cycl,TIGR01789.1,AH-735-I07_AH-735-I07_contigs_AH-735-I07_NODE_5_1,-,2.4e-06,12.8,0.1,3.5e-06,12.3,0.1,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AH-735-I07
319,CrtY,lycopene_cycl,TIGR01789.1,AH-735-I07_AH-735-I07_contigs_AH-735-I07_NODE_8_11,-,5.6e-06,11.6,0.0,1.7e-05,10.0,0.0,1.7,2,0,0,2,2,2,1,JCVI: lycopene beta-cyclase CrtY,AH-735-I07
320,CrtY,lycopene_cycl,TIGR01789.1,AM-216-D08_AM-216-D08_contigs_AM-216-D08_NODE_1_15,-,2.6e-06,12.7,0.0,3.8e-06,12.2,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-216-D08
321,CrtY,lycopene_cycl,TIGR01789.1,AM-216-D08_AM-216-D08_contigs_AM-216-D08_NODE_3_45,-,1.3e-05,10.5,0.0,1.7e-05,10.1,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-216-D08
322,CrtY,lycopene_cycl,TIGR01789.1,AM-235-C03_AM-235-C03_contigs_AM-235-C03_NODE_1_38,-,2.9e-19,55.4,0.0,1.1e-18,53.5,0.0,1.9,1,1,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-235-C03
323,CrtY,lycopene_cycl,TIGR01789.1,AM-235-C03_AM-235-C03_contigs_AM-235-C03_NODE_10_17,-,5.3e-06,11.7,0.0,7.3e-06,11.3,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-235-C03
324,CrtY,lycopene_cycl,TIGR01789.1,AH-613-A14_AH-613-A14_contigs_AH-613-A14_NODE_2_32,-,2.4e-15,42.5,0.0,1.6e-14,39.8,0.0,2.0,1,1,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AH-613-A14
325,CrtY,lycopene_cycl,TIGR01789.1,AH-613-A14_AH-613-A14_contigs_AH-613-A14_NODE_4_10,-,1.4e-05,10.4,0.0,2.3e-05,9.6,0.0,1.3,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AH-613-A14
326,CrtY,lycopene_cycl,TIGR01789.1,AM-262-F15_AM-262-F15_contigs_AM-262-F15_NODE_5_18,-,9.2e-07,14.2,0.0,1.3e-06,13.7,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-262-F15
327,CrtY,lycopene_cycl,TIGR01789.1,AM-262-F15_AM-262-F15_contigs_AM-262-F15_NODE_6_32,-,1.3e-05,10.4,0.0,4.3e-05,8.7,0.0,1.8,2,0,0,2,2,2,1,JCVI: lycopene beta-cyclase CrtY,AM-262-F15
328,CrtY,lycopene_cycl,TIGR01789.1,AM-235-P09_AM-235-P09_contigs_AM-235-P09_NODE_11_13,-,7.6e-18,50.7,0.0,5.4e-17,47.9,0.0,2.1,1,1,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-235-P09
329,CrtY,lycopene_cycl,TIGR01789.1,AM-235-P09_AM-235-P09_contigs_AM-235-P09_NODE_33_2,-,1.4e-06,13.6,0.0,2.1e-06,13.1,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-235-P09
330,CrtY,lycopene_cycl,TIGR01789.1,AH-985-B06_AH-985-B06_contigs_AH-985-B06_NODE_2_37,-,1.7e-06,13.3,0.0,2.5e-06,12.8,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AH-985-B06
331,CrtY,lycopene_cycl,TIGR01789.1,AH-985-B06_AH-985-B06_contigs_AH-985-B06_NODE_2_82,-,3.6e-06,12.3,0.0,6.7e-06,11.4,0.0,1.4,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AH-985-B06
332,CrtY,lycopene_cycl,TIGR01789.1,AM-235-E23_AM-235-E23_contigs_AM-235-E23_NODE_11_7,-,9.3e-16,43.8,0.0,4.2e-15,41.7,0.0,2.0,1,1,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-235-E23
333,CrtY,lycopene_cycl,TIGR01789.1,AM-235-E23_AM-235-E23_contigs_AM-235-E23_NODE_29_5,-,3e-06,12.5,0.0,4.3e-06,12.0,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-235-E23
334,CrtY,lycopene_cycl,TIGR01789.1,AM-235-E23_AM-235-E23_contigs_AM-235-E23_NODE_65_2,-,4e-06,12.1,0.0,5.8e-06,11.6,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-235-E23
335,CrtY,lycopene_cycl,TIGR01789.1,AH-562-C02_AH-562-C02_contigs_AH-562-C02_NODE_13_6,-,2.3e-06,12.9,0.1,6.9e-06,11.3,0.0,1.8,2,0,0,2,2,2,1,JCVI: lycopene beta-cyclase CrtY,AH-562-C02
336,CrtY,lycopene_cycl,TIGR01789.1,AH-735-J22_AH-735-J22_contigs_AH-735-J22_NODE_41_2,-,8e-06,11.1,0.0,1e-05,10.8,0.0,1.1,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AH-735-J22
337,CrtY,lycopene_cycl,TIGR01789.1,AH-735-E02_AH-735-E02_contigs_AH-735-E02_NODE_6_6,-,8e-06,11.1,0.0,1.1e-05,10.7,0.0,1.1,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AH-735-E02
338,CrtY,lycopene_cycl,TIGR01789.1,AM-216-B20_AM-216-B20_contigs_AM-216-B20_NODE_1_21,-,1.7e-06,13.3,0.0,3e-06,12.5,0.0,1.3,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-216-B20
339,CrtY,lycopene_cycl,TIGR01789.1,AM-216-B20_AM-216-B20_contigs_AM-216-B20_NODE_1_65,-,5.4e-06,11.7,0.0,7.7e-06,11.2,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-216-B20
340,CrtY,lycopene_cycl,TIGR01789.1,AM-216-B20_AM-216-B20_contigs_AM-216-B20_NODE_5_33,-,1.4e-06,13.6,0.0,2.2e-06,13.0,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-216-B20
341,CrtY,lycopene_cycl,TIGR01789.1,AH-735-A17_AH-735-A17_contigs_AH-735-A17_NODE_2_7,-,3.2e-06,12.4,0.0,5.5e-06,11.7,0.0,1.3,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AH-735-A17
342,CrtY,lycopene_cycl,TIGR01789.1,AH-735-A17_AH-735-A17_contigs_AH-735-A17_NODE_17_13,-,5.9e-06,11.6,0.0,8.4e-06,11.1,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AH-735-A17
343,CrtY,lycopene_cycl,TIGR01789.1,AH-735-F16_AH-735-F16_contigs_AH-735-F16_NODE_3_52,-,5.4e-06,11.7,0.0,7.7e-06,11.2,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AH-735-F16
344,CrtY,lycopene_cycl,TIGR01789.1,AH-735-A06_AH-735-A06_contigs_AH-735-A06_NODE_2_78,-,5.4e-06,11.7,0.0,7.7e-06,11.2,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AH-735-A06
345,CrtY,lycopene_cycl,TIGR01789.1,AH-735-A06_AH-735-A06_contigs_AH-735-A06_NODE_2_175,-,3.8e-06,12.2,0.0,5.2e-06,11.7,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AH-735-A06
346,CrtY,lycopene_cycl,TIGR01789.1,AH-991-A15_AH-991-A15_contigs_AH-991-A15_NODE_7_64,-,8.2e-06,11.1,0.0,1.1e-05,10.7,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AH-991-A15
347,CrtY,lycopene_cycl,TIGR01789.1,AM-216-D21_AM-216-D21_contigs_AM-216-D21_NODE_4_65,-,9.4e-19,53.7,0.0,3e-18,52.0,0.0,1.8,1,1,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-216-D21
348,CrtY,lycopene_cycl,TIGR01789.1,AM-216-D21_AM-216-D21_contigs_AM-216-D21_NODE_15_23,-,1.6e-06,13.4,0.0,2.4e-06,12.9,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-216-D21
349,CrtY,lycopene_cycl,TIGR01789.1,AM-257-M14_AM-257-M14_contigs_AM-257-M14_NODE_26_5,-,1e-05,10.8,0.0,1.4e-05,10.3,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-257-M14
350,CrtY,lycopene_cycl,TIGR01789.1,AM-284-G14_AM-284-G14_contigs_AM-284-G14_NODE_18_4,-,8.8e-06,11.0,0.0,1.2e-05,10.5,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-284-G14
351,CrtY,lycopene_cycl,TIGR01789.1,AM-235-O04_AM-235-O04_contigs_AM-235-O04_NODE_7_4,-,2.1e-06,13.1,0.0,3e-06,12.5,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-235-O04
352,CrtY,lycopene_cycl,TIGR01789.1,AM-235-O04_AM-235-O04_contigs_AM-235-O04_NODE_13_14,-,4e-17,48.3,0.0,2.5e-16,45.7,0.0,2.0,1,1,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-235-O04
353,CrtY,lycopene_cycl,TIGR01789.1,AM-262-C09_AM-262-C09_contigs_AM-262-C09_NODE_6_25,-,9.6e-19,53.6,0.0,3.7e-18,51.7,0.0,1.8,1,1,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-262-C09
354,CrtY,lycopene_cycl,TIGR01789.1,AH-470-K16_AH-470-K16_contigs_AH-470-K16_NODE_6_38,-,4.3e-06,12.0,0.0,6.4e-06,11.5,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AH-470-K16
355,CrtY,lycopene_cycl,TIGR01789.1,AM-225-J05_AM-225-J05_contigs_AM-225-J05_NODE_13_8,-,3.9e-06,12.2,0.0,5.5e-06,11.7,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-225-J05
356,CrtY,lycopene_cycl,TIGR01789.1,AM-288-K14_AM-288-K14_contigs_AM-288-K14_NODE_9_11,-,1.8e-06,13.3,0.0,2.5e-06,12.8,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-288-K14
357,CrtY,lycopene_cycl,TIGR01789.1,AM-247-K04_AM-247-K04_contigs_AM-247-K04_NODE_7_13,-,1.1e-06,14.0,0.0,1.6e-06,13.5,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-247-K04
358,CrtY,lycopene_cycl,TIGR01789.1,AM-249-J22_AM-249-J22_contigs_AM-249-J22_NODE_6_26,-,6.2e-06,11.5,0.0,1.8e-05,9.9,0.0,1.7,2,0,0,2,2,2,1,JCVI: lycopene beta-cyclase CrtY,AM-249-J22
359,CrtY,lycopene_cycl,TIGR01789.1,AM-262-D11_AM-262-D11_contigs_AM-262-D11_NODE_43_3,-,4.5e-07,15.2,0.0,6.3e-07,14.8,0.0,1.1,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-262-D11
360,CrtY,lycopene_cycl,TIGR01789.1,AH-611-I17_AH-611-I17_contigs_AH-611-I17_NODE_17_13,-,4.5e-06,11.9,0.0,1.1e-05,10.6,0.0,1.6,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AH-611-I17
361,CrtY,lycopene_cycl,TIGR01789.1,AM-229-I11_AM-229-I11_contigs_AM-229-I11_NODE_3_2,-,5.2e-06,11.7,0.0,1.1e-05,10.6,0.0,1.5,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-229-I11
362,CrtY,lycopene_cycl,TIGR01789.1,AM-206-B22_AM-206-B22_contigs_AM-206-B22_NODE_38_4,-,1.9e-07,16.5,0.1,2e-07,16.4,0.1,1.0,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-206-B22
363,CrtY,lycopene_cycl,TIGR01789.1,AH-735-G19_AH-735-G19_contigs_AH-735-G19_NODE_57_4,-,7.1e-07,14.6,0.0,2.1e-06,13.0,0.0,1.7,2,0,0,2,2,2,1,JCVI: lycopene beta-cyclase CrtY,AH-735-G19
364,CrtY,lycopene_cycl,TIGR01789.1,AM-235-G21_AM-235-G21_contigs_AM-235-G21_NODE_6_7,-,1.1e-06,14.0,0.0,1.6e-06,13.5,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-235-G21
365,CrtY,lycopene_cycl,TIGR01789.1,AM-235-G21_AM-235-G21_contigs_AM-235-G21_NODE_10_30,-,6.3e-17,47.7,0.0,1.8e-16,46.2,0.0,1.8,1,1,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-235-G21
366,CrtY,lycopene_cycl,TIGR01789.1,AM-332-G22_AM-332-G22_contigs_AM-332-G22_NODE_3_31,-,4.6e-06,11.9,0.0,6.6e-06,11.4,0.0,1.2,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-332-G22
367,CrtY,lycopene_cycl,TIGR01789.1,AM-332-G22_AM-332-G22_contigs_AM-332-G22_NODE_15_22,-,9.4e-16,43.8,0.0,6.7e-15,41.0,0.0,2.0,1,1,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-332-G22
368,CrtY,lycopene_cycl,TIGR01789.1,AM-332-G22_AM-332-G22_contigs_AM-332-G22_NODE_18_1,-,8.6e-06,11.0,0.0,8.7e-06,11.0,0.0,1.0,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-332-G22
369,CrtY,lycopene_cycl,TIGR01789.1,AM-249-G22_AM-249-G22_contigs_AM-249-G22_NODE_20_5,-,2.7e-07,16.0,0.0,4.2e-07,15.3,0.0,1.3,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-249-G22
370,CrtY,lycopene_cycl,TIGR01789.1,AM-262-E04_AM-262-E04_contigs_AM-262-E04_NODE_10_6,-,9.5e-06,10.9,0.1,2.4e-05,9.6,0.1,1.6,2,0,0,2,2,2,1,JCVI: lycopene beta-cyclase CrtY,AM-262-E04
371,CrtY,lycopene_cycl,TIGR01789.1,AM-184-I13_AM-184-I13_contigs_AM-184-I13_NODE_10_1,-,8e-08,17.7,0.0,9e-08,17.5,0.0,1.0,1,0,0,1,1,1,1,JCVI: lycopene beta-cyclase CrtY,AM-184-I13
