,hmmsearching_for,target_name,target_accession,query_name,query_accession,e-value,score,bias,best_domain_e-value,best_domain_score,best_domain_bias,exp,reg,clu,ov,env,dom,rep,inc,query_description,SAG
627,CrtI,crtI_fam,TIGR02734.1,AM-257-D13_AM-257-D13_contigs_AM-257-D13_NODE_3_6,-,6.2e-36,110.0,1.0,1.3e-14,39.7,0.0,3.6,3,1,0,3,3,3,3,JCVI: phytoene desaturase family protein,AM-257-D13
628,CrtI,crtI_fam,TIGR02734.1,AM-257-D13_AM-257-D13_contigs_AM-257-D13_NODE_3_21,-,1.4e-08,19.7,0.8,2.4e-08,19.0,0.8,1.3,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-257-D13
629,CrtI,crtI_fam,TIGR02734.1,AM-257-D13_AM-257-D13_contigs_AM-257-D13_NODE_3_47,-,1.4e-08,19.7,0.8,2.4e-08,19.0,0.8,1.3,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-257-D13
630,CrtI,crtI_fam,TIGR02734.1,AM-257-D13_AM-257-D13_contigs_AM-257-D13_NODE_4_8,-,2.4e-08,19.0,0.4,4.9e-08,18.0,0.4,1.5,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-257-D13
631,CrtI,crtI_fam,TIGR02734.1,AM-257-D13_AM-257-D13_contigs_AM-257-D13_NODE_4_10,-,6.6e-06,11.0,0.3,9.6e-06,10.4,0.3,1.2,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-257-D13
632,CrtI,crtI_fam,TIGR02734.1,AM-257-D13_AM-257-D13_contigs_AM-257-D13_NODE_6_12,-,1.2e-08,20.0,0.1,2.9e-08,18.7,0.1,1.5,2,0,0,2,2,2,1,JCVI: phytoene desaturase family protein,AM-257-D13
633,CrtI,crtI_fam,TIGR02734.1,AM-257-D13_AM-257-D13_contigs_AM-257-D13_NODE_10_16,-,1.9e-08,19.3,0.6,3.5e-06,11.9,0.4,2.2,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-257-D13
634,CrtI,crtI_fam,TIGR02734.1,AM-257-D13_AM-257-D13_contigs_AM-257-D13_NODE_10_19,-,2.2e-07,15.8,0.6,3.1e-07,15.4,0.6,1.1,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-257-D13
635,CrtI,crtI_fam,TIGR02734.1,AM-257-D13_AM-257-D13_contigs_AM-257-D13_NODE_10_25,-,1.7e-06,12.9,0.0,2.5e-06,12.4,0.0,1.2,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-257-D13
636,CrtI,crtI_fam,TIGR02734.1,AM-257-D13_AM-257-D13_contigs_AM-257-D13_NODE_11_27,-,2.5e-06,12.4,0.1,3.7e-06,11.8,0.1,1.2,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-257-D13
637,CrtI,crtI_fam,TIGR02734.1,AM-257-D13_AM-257-D13_contigs_AM-257-D13_NODE_50_3,-,1.6e-07,16.3,0.0,2.9e-07,15.4,0.0,1.4,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-257-D13
638,CrtI,crtI_fam,TIGR02734.1,AM-257-D13_AM-257-D13_contigs_AM-257-D13_NODE_50_4,-,1.6e-08,19.6,0.6,2.1e-08,19.2,0.6,1.1,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-257-D13
639,CrtI,crtI_fam,TIGR02734.1,AM-257-D13_AM-257-D13_contigs_AM-257-D13_NODE_83_1,-,5.7e-08,17.8,0.3,6.1e-08,17.7,0.3,1.0,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-257-D13
641,CrtI,crtI_fam,TIGR02734.1,AM-206-A16_AM-206-A16_contigs_AM-206-A16_NODE_1_17,-,1.6e-10,26.2,1.3,6.4e-07,14.3,0.3,2.3,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-206-A16
642,CrtI,crtI_fam,TIGR02734.1,AM-206-A16_AM-206-A16_contigs_AM-206-A16_NODE_3_9,-,1.1e-06,13.5,0.4,2.1e-06,12.6,0.4,1.4,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-206-A16
643,CrtI,crtI_fam,TIGR02734.1,AM-206-A16_AM-206-A16_contigs_AM-206-A16_NODE_3_11,-,5e-08,17.9,0.2,1.3e-07,16.6,0.2,1.7,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-206-A16
644,CrtI,crtI_fam,TIGR02734.1,AM-206-A16_AM-206-A16_contigs_AM-206-A16_NODE_9_12,-,1.3e-05,10.0,2.0,3e-05,8.8,1.2,1.8,2,0,0,2,2,2,1,JCVI: phytoene desaturase family protein,AM-206-A16
645,CrtI,crtI_fam,TIGR02734.1,AM-206-A16_AM-206-A16_contigs_AM-206-A16_NODE_10_8,-,9.2e-10,23.7,0.6,1.7e-09,22.8,0.3,1.5,2,0,0,2,2,2,1,JCVI: phytoene desaturase family protein,AM-206-A16
646,CrtI,crtI_fam,TIGR02734.1,AM-206-A16_AM-206-A16_contigs_AM-206-A16_NODE_13_9,-,1.7e-07,16.2,0.0,2.9e-07,15.4,0.0,1.3,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-206-A16
647,CrtI,crtI_fam,TIGR02734.1,AM-206-A16_AM-206-A16_contigs_AM-206-A16_NODE_13_10,-,5.2e-08,17.9,0.6,7e-08,17.5,0.6,1.2,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-206-A16
648,CrtI,crtI_fam,TIGR02734.1,AM-206-A16_AM-206-A16_contigs_AM-206-A16_NODE_26_2,-,3.9e-10,24.9,0.2,5.7e-10,24.4,0.2,1.2,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-206-A16
649,CrtI,crtI_fam,TIGR02734.1,AM-206-A16_AM-206-A16_contigs_AM-206-A16_NODE_43_4,-,1.1e-07,16.9,1.1,1.5e-07,16.4,1.1,1.1,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-206-A16
650,CrtI,crtI_fam,TIGR02734.1,AM-225-L22_AM-225-L22_contigs_AM-225-L22_NODE_6_13,-,8.5e-11,27.1,0.5,9.2e-07,13.8,0.2,2.6,3,0,0,3,3,3,2,JCVI: phytoene desaturase family protein,AM-225-L22
651,CrtI,crtI_fam,TIGR02734.1,AM-225-L22_AM-225-L22_contigs_AM-225-L22_NODE_8_8,-,6.3e-08,17.6,0.0,6.1e-07,14.4,0.0,1.9,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-225-L22
652,CrtI,crtI_fam,TIGR02734.1,AM-225-L22_AM-225-L22_contigs_AM-225-L22_NODE_8_14,-,2.8e-06,12.2,0.0,0.00014,6.6,0.0,2.3,3,0,0,3,3,3,2,JCVI: phytoene desaturase family protein,AM-225-L22
654,CrtI,crtI_fam,TIGR02734.1,AM-225-L22_AM-225-L22_contigs_AM-225-L22_NODE_17_6,-,5.4e-06,11.2,0.5,1.4e-05,9.9,0.5,1.6,2,0,0,2,2,2,1,JCVI: phytoene desaturase family protein,AM-225-L22
655,CrtI,crtI_fam,TIGR02734.1,AM-225-L22_AM-225-L22_contigs_AM-225-L22_NODE_17_8,-,5e-06,11.4,0.3,9.7e-06,10.4,0.3,1.4,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-225-L22
656,CrtI,crtI_fam,TIGR02734.1,AM-225-L22_AM-225-L22_contigs_AM-225-L22_NODE_21_2,-,5e-07,14.7,2.1,8e-07,14.0,2.1,1.3,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-225-L22
657,CrtI,crtI_fam,TIGR02734.1,AM-225-L22_AM-225-L22_contigs_AM-225-L22_NODE_26_4,-,7.6e-06,10.8,0.1,4.1e-05,8.3,0.1,1.9,2,0,0,2,2,2,1,JCVI: phytoene desaturase family protein,AM-225-L22
658,CrtI,crtI_fam,TIGR02734.1,AM-332-P10_AM-332-P10_contigs_AM-332-P10_NODE_1_36,-,5.5e-09,21.1,5.7,1.9e-07,16.1,1.0,2.2,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-332-P10
659,CrtI,crtI_fam,TIGR02734.1,AM-332-P10_AM-332-P10_contigs_AM-332-P10_NODE_5_12,-,6.7e-07,14.3,0.5,1.3e-06,13.3,0.5,1.4,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-332-P10
660,CrtI,crtI_fam,TIGR02734.1,AM-332-P10_AM-332-P10_contigs_AM-332-P10_NODE_5_14,-,6.8e-07,14.2,0.4,1.4e-06,13.2,0.1,1.6,2,0,0,2,2,2,1,JCVI: phytoene desaturase family protein,AM-332-P10
662,CrtI,crtI_fam,TIGR02734.1,AM-332-P10_AM-332-P10_contigs_AM-332-P10_NODE_19_3,-,3.8e-06,11.8,0.6,7e-06,10.9,0.1,1.6,2,0,0,2,2,2,1,JCVI: phytoene desaturase family protein,AM-332-P10
663,CrtI,crtI_fam,TIGR02734.1,AM-216-L20_AM-216-L20_contigs_AM-216-L20_NODE_1_36,-,1e-07,16.9,9.9,2.9e-07,15.5,1.0,2.5,3,0,0,3,3,3,2,JCVI: phytoene desaturase family protein,AM-216-L20
664,CrtI,crtI_fam,TIGR02734.1,AM-216-L20_AM-216-L20_contigs_AM-216-L20_NODE_2_22,-,4.4e-12,31.3,1.5,2.9e-07,15.5,0.0,2.2,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-216-L20
665,CrtI,crtI_fam,TIGR02734.1,AM-216-L20_AM-216-L20_contigs_AM-216-L20_NODE_7_2,-,3.9e-06,11.7,0.3,5.6e-06,11.2,0.3,1.2,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-216-L20
666,CrtI,crtI_fam,TIGR02734.1,AM-216-L20_AM-216-L20_contigs_AM-216-L20_NODE_10_7,-,1.1e-05,10.3,2.0,3.1e-05,8.8,1.4,1.8,2,0,0,2,2,2,1,JCVI: phytoene desaturase family protein,AM-216-L20
667,CrtI,crtI_fam,TIGR02734.1,AM-216-L20_AM-216-L20_contigs_AM-216-L20_NODE_12_3,-,2.7e-07,15.5,0.5,3.6e-07,15.1,0.5,1.1,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-216-L20
668,CrtI,crtI_fam,TIGR02734.1,AM-216-L20_AM-216-L20_contigs_AM-216-L20_NODE_12_6,-,5.8e-07,14.5,0.4,1.3e-05,9.9,0.3,2.1,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-216-L20
669,CrtI,crtI_fam,TIGR02734.1,AM-216-L20_AM-216-L20_contigs_AM-216-L20_NODE_14_13,-,2.4e-06,12.4,0.1,4.1e-06,11.6,0.1,1.3,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-216-L20
670,CrtI,crtI_fam,TIGR02734.1,AM-216-L20_AM-216-L20_contigs_AM-216-L20_NODE_16_12,-,3.1e-06,12.1,0.1,5.8e-06,11.1,0.1,1.4,2,0,0,2,2,2,1,JCVI: phytoene desaturase family protein,AM-216-L20
671,CrtI,crtI_fam,TIGR02734.1,AM-216-L20_AM-216-L20_contigs_AM-216-L20_NODE_30_2,-,1.9e-08,19.4,1.1,3.3e-08,18.6,1.1,1.3,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-216-L20
672,CrtI,crtI_fam,TIGR02734.1,AM-216-L20_AM-216-L20_contigs_AM-216-L20_NODE_36_3,-,8.7e-07,13.9,0.5,1.3e-06,13.3,0.5,1.2,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-216-L20
673,CrtI,crtI_fam,TIGR02734.1,AM-121-O06_AM-121-O06_contigs_AM-121-O06_NODE_4_14,-,1.9e-08,19.4,0.1,2.2e-06,12.5,0.0,2.2,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-121-O06
674,CrtI,crtI_fam,TIGR02734.1,AM-121-O06_AM-121-O06_contigs_AM-121-O06_NODE_7_18,-,1.6e-12,32.8,0.0,2.4e-12,32.2,0.0,1.2,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-121-O06
675,CrtI,crtI_fam,TIGR02734.1,AM-121-O06_AM-121-O06_contigs_AM-121-O06_NODE_16_2,-,3.8e-06,11.7,0.1,5.8e-06,11.2,0.1,1.2,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-121-O06
676,CrtI,crtI_fam,TIGR02734.1,AM-121-O06_AM-121-O06_contigs_AM-121-O06_NODE_20_2,-,1.5e-10,26.3,0.2,2.2e-10,25.8,0.2,1.2,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-121-O06
677,CrtI,crtI_fam,TIGR02734.1,AM-121-O06_AM-121-O06_contigs_AM-121-O06_NODE_43_3,-,6.6e-12,30.8,1.1,5.6e-07,14.5,0.0,2.3,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-121-O06
678,CrtI,crtI_fam,TIGR02734.1,AH-735-J15_AH-735-J15_contigs_AH-735-J15_NODE_1_58,-,1.1e-07,16.9,0.0,2e-07,16.0,0.0,1.4,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AH-735-J15
679,CrtI,crtI_fam,TIGR02734.1,AH-735-J15_AH-735-J15_contigs_AH-735-J15_NODE_1_75,-,1e-07,16.9,0.2,1.9e-07,16.0,0.2,1.4,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AH-735-J15
680,CrtI,crtI_fam,TIGR02734.1,AH-735-J15_AH-735-J15_contigs_AH-735-J15_NODE_1_77,-,2.2e-06,12.5,0.5,3.3e-06,12.0,0.5,1.2,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AH-735-J15
681,CrtI,crtI_fam,TIGR02734.1,AH-735-J15_AH-735-J15_contigs_AH-735-J15_NODE_3_17,-,5.1e-06,11.3,0.3,7.8e-06,10.7,0.3,1.2,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AH-735-J15
682,CrtI,crtI_fam,TIGR02734.1,AH-735-J15_AH-735-J15_contigs_AH-735-J15_NODE_4_31,-,1.3e-07,16.6,0.1,4.9e-07,14.7,0.0,1.8,2,0,0,2,2,2,1,JCVI: phytoene desaturase family protein,AH-735-J15
683,CrtI,crtI_fam,TIGR02734.1,AH-735-J15_AH-735-J15_contigs_AH-735-J15_NODE_5_16,-,1e-10,26.8,0.7,1.5e-06,13.1,0.2,2.2,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AH-735-J15
684,CrtI,crtI_fam,TIGR02734.1,AH-735-J15_AH-735-J15_contigs_AH-735-J15_NODE_6_8,-,1.2e-07,16.7,8.9,5.4e-07,14.5,0.8,2.5,3,0,0,3,3,3,2,JCVI: phytoene desaturase family protein,AH-735-J15
685,CrtI,crtI_fam,TIGR02734.1,AH-735-J15_AH-735-J15_contigs_AH-735-J15_NODE_7_5,-,1.6e-07,16.3,0.1,2.9e-06,12.1,0.0,2.1,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AH-735-J15
686,CrtI,crtI_fam,TIGR02734.1,AH-735-J15_AH-735-J15_contigs_AH-735-J15_NODE_8_27,-,3.3e-07,15.2,0.0,6.1e-07,14.4,0.0,1.4,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AH-735-J15
687,CrtI,crtI_fam,TIGR02734.1,AH-735-J15_AH-735-J15_contigs_AH-735-J15_NODE_10_16,-,9.8e-06,10.4,0.9,0.00014,6.6,0.1,2.2,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AH-735-J15
688,CrtI,crtI_fam,TIGR02734.1,AH-735-J15_AH-735-J15_contigs_AH-735-J15_NODE_10_18,-,3.2e-06,12.0,0.1,4.9e-06,11.4,0.1,1.2,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AH-735-J15
689,CrtI,crtI_fam,TIGR02734.1,AH-735-J15_AH-735-J15_contigs_AH-735-J15_NODE_10_23,-,1.6e-07,16.3,0.2,2.2e-07,15.9,0.2,1.1,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AH-735-J15
690,CrtI,crtI_fam,TIGR02734.1,AH-735-J15_AH-735-J15_contigs_AH-735-J15_NODE_10_26,-,3.5e-08,18.5,0.3,3.5e-06,11.9,0.4,2.1,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AH-735-J15
691,CrtI,crtI_fam,TIGR02734.1,AH-888-D21_AH-888-D21_contigs_AH-888-D21_NODE_2_46,-,3.7e-09,21.7,0.2,7.9e-09,20.6,0.2,1.5,2,0,0,2,2,2,1,JCVI: phytoene desaturase family protein,AH-888-D21
692,CrtI,crtI_fam,TIGR02734.1,AH-888-D21_AH-888-D21_contigs_AH-888-D21_NODE_3_14,-,8.4e-08,17.2,0.1,2.9e-06,12.1,0.0,2.2,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AH-888-D21
693,CrtI,crtI_fam,TIGR02734.1,AH-888-D21_AH-888-D21_contigs_AH-888-D21_NODE_7_22,-,2.7e-06,12.3,2.7,3.1e-05,8.8,1.4,2.1,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AH-888-D21
694,CrtI,crtI_fam,TIGR02734.1,AH-888-D21_AH-888-D21_contigs_AH-888-D21_NODE_8_1,-,1.7e-09,22.8,1.6,1.8e-09,22.7,0.5,1.6,2,0,0,2,2,2,1,JCVI: phytoene desaturase family protein,AH-888-D21
695,CrtI,crtI_fam,TIGR02734.1,AH-888-D21_AH-888-D21_contigs_AH-888-D21_NODE_9_14,-,3.7e-10,25.0,0.5,1.9e-06,12.8,0.2,2.6,3,0,0,3,3,3,2,JCVI: phytoene desaturase family protein,AH-888-D21
696,CrtI,crtI_fam,TIGR02734.1,AH-888-D21_AH-888-D21_contigs_AH-888-D21_NODE_15_7,-,1.9e-06,12.7,0.5,4e-06,11.7,0.5,1.5,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AH-888-D21
697,CrtI,crtI_fam,TIGR02734.1,AM-208-I08_AM-208-I08_contigs_AM-208-I08_NODE_4_11,-,4.3e-08,18.2,11.0,1.1e-07,16.9,2.1,2.4,3,0,0,3,3,3,2,JCVI: phytoene desaturase family protein,AM-208-I08
698,CrtI,crtI_fam,TIGR02734.1,AM-208-I08_AM-208-I08_contigs_AM-208-I08_NODE_7_9,-,3.7e-09,21.7,1.8,7.2e-06,10.8,0.3,2.3,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-208-I08
699,CrtI,crtI_fam,TIGR02734.1,AM-208-I08_AM-208-I08_contigs_AM-208-I08_NODE_8_28,-,3.2e-06,12.0,0.0,5.2e-06,11.3,0.0,1.3,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-208-I08
700,CrtI,crtI_fam,TIGR02734.1,AM-208-I08_AM-208-I08_contigs_AM-208-I08_NODE_11_17,-,1.8e-10,26.0,0.4,2.6e-10,25.5,0.4,1.2,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-208-I08
701,CrtI,crtI_fam,TIGR02734.1,AM-208-I08_AM-208-I08_contigs_AM-208-I08_NODE_14_11,-,2.1e-08,19.2,0.1,2.5e-06,12.3,0.0,2.2,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-208-I08
702,CrtI,crtI_fam,TIGR02734.1,AM-208-I08_AM-208-I08_contigs_AM-208-I08_NODE_17_6,-,9e-10,23.7,0.6,1.7e-09,22.8,0.3,1.5,2,0,0,2,2,2,1,JCVI: phytoene desaturase family protein,AM-208-I08
703,CrtI,crtI_fam,TIGR02734.1,AM-208-I08_AM-208-I08_contigs_AM-208-I08_NODE_50_2,-,4.4e-06,11.6,1.1,9.1e-06,10.5,1.0,1.5,2,0,0,2,2,2,1,JCVI: phytoene desaturase family protein,AM-208-I08
704,CrtI,crtI_fam,TIGR02734.1,AM-257-M21_AM-257-M21_contigs_AM-257-M21_NODE_1_79,-,6.7e-08,17.5,0.0,1e-07,16.9,0.0,1.3,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-257-M21
705,CrtI,crtI_fam,TIGR02734.1,AM-257-M21_AM-257-M21_contigs_AM-257-M21_NODE_1_106,-,1.1e-07,16.9,0.2,1.1e-07,16.9,0.2,1.8,3,0,0,3,3,3,1,JCVI: phytoene desaturase family protein,AM-257-M21
706,CrtI,crtI_fam,TIGR02734.1,AM-257-M21_AM-257-M21_contigs_AM-257-M21_NODE_1_108,-,8.6e-07,13.9,0.6,1.3e-06,13.3,0.6,1.2,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-257-M21
707,CrtI,crtI_fam,TIGR02734.1,AM-257-M21_AM-257-M21_contigs_AM-257-M21_NODE_2_31,-,8.1e-06,10.7,0.1,1.2e-05,10.1,0.1,1.2,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-257-M21
708,CrtI,crtI_fam,TIGR02734.1,AM-257-M21_AM-257-M21_contigs_AM-257-M21_NODE_2_64,-,3.7e-07,15.1,9.2,2.4e-06,12.4,0.8,2.8,3,0,0,3,3,3,2,JCVI: phytoene desaturase family protein,AM-257-M21
709,CrtI,crtI_fam,TIGR02734.1,AM-257-M21_AM-257-M21_contigs_AM-257-M21_NODE_8_16,-,4.2e-10,24.8,1.0,1.9e-06,12.7,0.2,2.3,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-257-M21
710,CrtI,crtI_fam,TIGR02734.1,AM-257-M21_AM-257-M21_contigs_AM-257-M21_NODE_12_8,-,1.2e-09,23.3,0.2,2.1e-09,22.5,0.2,1.3,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-257-M21
711,CrtI,crtI_fam,TIGR02734.1,AM-257-M21_AM-257-M21_contigs_AM-257-M21_NODE_29_3,-,1.2e-07,16.8,1.1,1.2e-07,16.8,1.1,1.7,3,0,0,3,3,3,1,JCVI: phytoene desaturase family protein,AM-257-M21
712,CrtI,crtI_fam,TIGR02734.1,AM-257-M21_AM-257-M21_contigs_AM-257-M21_NODE_41_1,-,3.8e-08,18.3,0.2,2.2e-06,12.5,0.0,2.2,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-257-M21
713,CrtI,crtI_fam,TIGR02734.1,AM-257-M21_AM-257-M21_contigs_AM-257-M21_NODE_57_2,-,2.8e-06,12.2,0.1,4.3e-06,11.6,0.1,1.2,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-257-M21
714,CrtI,crtI_fam,TIGR02734.1,AM-257-M21_AM-257-M21_contigs_AM-257-M21_NODE_63_4,-,1.1e-22,66.3,0.0,8.9e-14,36.9,0.0,2.1,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-257-M21
715,CrtI,crtI_fam,TIGR02734.1,AM-257-M21_AM-257-M21_contigs_AM-257-M21_NODE_96_1,-,4.2e-07,14.9,0.3,3.5e-05,8.6,0.2,2.1,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-257-M21
716,CrtI,crtI_fam,TIGR02734.1,AM-257-M21_AM-257-M21_contigs_AM-257-M21_NODE_98_2,-,4e-07,15.0,0.2,5.7e-07,14.5,0.2,1.1,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-257-M21
717,CrtI,crtI_fam,TIGR02734.1,AM-257-M21_AM-257-M21_contigs_AM-257-M21_NODE_130_2,-,1.1e-35,109.2,0.6,1.3e-14,39.7,0.0,3.5,3,1,0,3,3,3,3,JCVI: phytoene desaturase family protein,AM-257-M21
718,CrtI,crtI_fam,TIGR02734.1,AM-257-M21_AM-257-M21_contigs_AM-257-M21_NODE_133_1,-,2.8e-06,12.2,1.3,3.8e-05,8.5,0.7,2.1,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-257-M21
719,CrtI,crtI_fam,TIGR02734.1,AM-118-A22_AM-118-A22_contigs_AM-118-A22_NODE_3_14,-,3.9e-06,11.7,0.1,1.1e-05,10.3,0.0,1.7,2,0,0,2,2,2,1,JCVI: phytoene desaturase family protein,AM-118-A22
720,CrtI,crtI_fam,TIGR02734.1,AM-118-A22_AM-118-A22_contigs_AM-118-A22_NODE_4_17,-,2.1e-08,19.2,8.1,1.2e-07,16.7,1.0,2.6,3,0,0,3,3,3,2,JCVI: phytoene desaturase family protein,AM-118-A22
721,CrtI,crtI_fam,TIGR02734.1,AM-118-A22_AM-118-A22_contigs_AM-118-A22_NODE_13_9,-,5.9e-07,14.4,2.0,8.7e-07,13.9,2.0,1.2,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-118-A22
722,CrtI,crtI_fam,TIGR02734.1,AM-118-A22_AM-118-A22_contigs_AM-118-A22_NODE_14_9,-,9.7e-06,10.4,1.4,2.8e-05,8.9,1.5,1.6,2,0,0,2,2,2,1,JCVI: phytoene desaturase family protein,AM-118-A22
723,CrtI,crtI_fam,TIGR02734.1,AM-118-A22_AM-118-A22_contigs_AM-118-A22_NODE_16_3,-,9.4e-07,13.8,1.5,8.4e-06,10.6,0.9,2.0,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AM-118-A22
724,CrtI,crtI_fam,TIGR02734.1,AM-118-A22_AM-118-A22_contigs_AM-118-A22_NODE_16_6,-,1.2e-06,13.4,0.2,2.2e-06,12.5,0.2,1.4,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AM-118-A22
725,CrtI,crtI_fam,TIGR02734.1,AH-735-B20_AH-735-B20_contigs_AH-735-B20_NODE_1_68,-,7.2e-06,10.8,0.1,1.8e-05,9.5,0.1,1.6,2,0,0,2,2,2,1,JCVI: phytoene desaturase family protein,AH-735-B20
726,CrtI,crtI_fam,TIGR02734.1,AH-735-B20_AH-735-B20_contigs_AH-735-B20_NODE_3_33,-,8.9e-09,20.4,4.9,2.2e-07,15.8,0.5,2.3,2,0,0,2,2,2,2,JCVI: phytoene desaturase family protein,AH-735-B20
727,CrtI,crtI_fam,TIGR02734.1,AH-735-B20_AH-735-B20_contigs_AH-735-B20_NODE_10_7,-,2e-10,25.9,0.2,3.8e-10,25.0,0.2,1.4,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AH-735-B20
728,CrtI,crtI_fam,TIGR02734.1,AH-735-B20_AH-735-B20_contigs_AH-735-B20_NODE_15_7,-,2.1e-08,19.2,0.3,3.2e-08,18.6,0.3,1.3,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AH-735-B20
729,CrtI,crtI_fam,TIGR02734.1,AH-735-B20_AH-735-B20_contigs_AH-735-B20_NODE_17_6,-,5.9e-08,17.7,0.8,8.3e-08,17.2,0.8,1.1,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AH-735-B20
730,CrtI,crtI_fam,TIGR02734.1,AH-735-B20_AH-735-B20_contigs_AH-735-B20_NODE_37_11,-,2.4e-09,22.3,0.0,3.3e-09,21.8,0.0,1.1,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AH-735-B20
731,CrtI,crtI_fam,TIGR02734.1,AH-735-B20_AH-735-B20_contigs_AH-735-B20_NODE_38_2,-,7.8e-06,10.7,0.4,4e-05,8.4,0.0,2.0,2,0,0,2,2,2,1,JCVI: phytoene desaturase family protein,AH-735-B20
732,CrtI,crtI_fam,TIGR02734.1,AH-735-B20_AH-735-B20_contigs_AH-735-B20_NODE_38_4,-,1.6e-06,13.0,0.1,2.4e-06,12.4,0.1,1.2,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AH-735-B20
733,CrtI,crtI_fam,TIGR02734.1,AH-735-B20_AH-735-B20_contigs_AH-735-B20_NODE_63_2,-,8.6e-08,17.2,0.1,1.3e-07,16.6,0.1,1.2,1,0,0,1,1,1,1,JCVI: phytoene desaturase family protein,AH-735-B20
